類型代號,計價幣別,基金統編,基金名稱,基金規模(台幣),基金規模市場占有率,單位淨值(台幣),受益權單位數,自然人受益人數,法人受益人數,總受益人數,本年申購總金額(台幣),本年買回總金額(台幣),年分
AA1,TWD,92002384,富邦精準基金,"2,144,893,783",0.14%,25.65,"83,628,033.50","6,673",46,"6,719","1,086,425,595","1,025,692,483",2008.0
AA1,TWD,92010477,富邦長紅基金,"1,020,004,832",0.06%,22.93,"44,479,593.20","3,432",40,"3,472","679,980,575","446,502,196",2008.0
AA1,TWD,92010770,富邦台灣鳳凰基金,"193,724,719",0.01%,357.4,"542,042.40",0,1,1,0,"1,680,640",2008.0
AA1,TWD,97974078,富邦冠軍基金,"358,740,522",0.02%,13.88,"25,837,527.00","1,214",32,"1,246","152,647,018","79,237,592",2008.0
AC11,TWD,97980579,富邦吉祥基金,"46,247,403,732",2.94%,14.9683,"3,089,686,394.00","1,783",225,"2,008","89,976,462,172","63,757,563,657",2008.0
AG,TWD,99991502,富邦全球不動產平衡基金,"301,720,608",0.02%,5.81,"51,947,834.30",987,34,"1,021","26,165,736","445,451,764",2008.0
富邦投信,,,,"58,398,418,801",3.72%,,"4,592,161,515.40","46,273",763,"47,036","97,335,919,302","69,873,415,673",2008.0
AA1,TWD,00974039,摩根富林明JF台灣基金,"954,048,504",0.06%,5.77,"165,275,237.70","9,781",27,"9,808","1,132,992,445","516,827,140",2008.0
AA1,TWD,01032162,摩根富林明JF台灣增長基金,"2,620,183,798",0.17%,20.77,"126,127,937.40","9,070",76,"9,146","4,251,403,046","1,902,743,150",2008.0
AA2,TWD,10313109,摩根富林明JF東方內需機會基金,"807,104,784",0.05%,6.95,"116,170,872.80","1,915",34,"1,949","2,273,170,290","958,653,194",2008.0
AA2,TWD,10348445,摩根富林明JF金龍收成基金,"784,296,323",0.05%,10.02,"78,284,801.50","1,364",39,"1,403","1,276,378,225","487,096,546",2008.0
AB2,TWD,10348450,摩根富林明JF神龍平衡基金,"942,846,805",0.06%,10.33,"91,252,263.60",881,46,927,"1,380,995,945","462,885,126",2008.0
AA2,TWD,14691292,摩根富林明新美國基金,"295,792,724",0.02%,8.56,"34,561,077.50","2,519",32,"2,551","175,262,908","157,488,601",2008.0
AA1,TWD,17144945,摩根富林明JF價值成長基金,"845,143,505",0.05%,8.21,"102,915,024.80","5,508",46,"5,554","405,484,977","466,463,073",2008.0
AA2,TWD,17612356,摩根富林明全球通網基金,"543,544,226",0.03%,2.72,"200,455,607.40","8,411",43,"8,454","84,218,402","149,362,282",2008.0
AB1,TWD,18036846,摩根富林明JF平衡基金,"4,633,269,782",0.29%,15.64,"296,155,533.90","7,885",133,"8,018","3,518,664,319","4,434,307,472",2008.0
AA2,TWD,20096209,摩根富林明JF東方科技基金,"2,972,710,181",0.19%,14.26,"208,632,057.00","19,632",56,"19,688","409,514,107","1,025,661,359",2008.0
AB2,TWD,21704027,摩根富林明JF亞太高息平衡基金,"1,171,710,517",0.07%,9.02,"129,901,170.00","2,572",49,"2,621","161,854,125","2,118,334,582",2008.0
AA2,TWD,29245757,摩根富林明全球α基金,"1,661,661,186",0.11%,8.93,"186,152,536.00","7,303",53,"7,356","693,248,833","1,740,830,960",2008.0
AC21,TWD,48693311A,摩根富林明歐洲入息債券基金-累積型,"688,400,329",0.04%,9.8231,"70,079,963.50",748,18,766,"416,719,783","700,558,059",2008.0
AC21,TWD,48693311B,摩根富林明歐洲入息債券基金-分配型,"281,859,457",0.02%,9.5758,"29,434,474.40","1,156",14,"1,170","115,454,680","295,932,422",2008.0
AA2,TWD,48727760,摩根富林明JF絕對日本基金,"1,913,699,210",0.12%,6.71,"286,936,005.80","7,804",41,"7,845","225,724,486","1,417,676,825",2008.0
AA2,TWD,48768614,摩根富林明新興35基金,"5,085,698,709",0.32%,6.78,"750,561,003.90","24,022",63,"24,085","5,581,338,603","7,334,479,766",2008.0
AA2,TWD,48860963,摩根富林明全球發現基金,"1,280,877,163",0.08%,5.23,"244,974,004.40","5,286",56,"5,342","118,765,762","1,745,780,450",2008.0
AA2,TWD,48929098,摩根富林明JF縱橫台商基金,"2,032,471,935",0.13%,6.11,"332,793,156.00","8,061",54,"8,115","1,658,391,030","1,941,230,342",2008.0
AA2,TWD,48974190,摩根富林明新絲路基金,"2,089,102,716",0.13%,4.73,"441,665,822.30","11,606",53,"11,659","7,514,212,590","2,547,149,088",2008.0
AA2,TWD,73980092,摩根富林明大歐洲基金,"3,261,618,769",0.21%,10.25,"318,272,523.20","28,636",62,"28,698","754,624,847","2,350,103,430",2008.0
AA1,TWD,73989501,摩根富林明JF中小基金,"1,881,546,710",0.12%,11.42,"164,784,847.70","12,144",61,"12,205","1,605,416,672","1,262,832,173",2008.0
AA2,TWD,92005896,摩根富林明JF新興日本基金,"1,482,663,751",0.09%,14.8,"100,703,385.80","8,871",59,"8,930","307,433,916","991,250,578",2008.0
AA1,TWD,92012025,摩根富林明JF新興科技基金,"4,577,968,104",0.29%,21.12,"216,730,154.70","25,148",78,"25,226","2,115,933,164","1,440,372,018",2008.0
AC11,TWD,92016991,摩根富林明JF台灣債券基金,"19,108,414,487",1.22%,15.7469,"1,213,473,343.70","2,538",146,"2,684","90,413,534,694","87,443,061,041",2008.0
AA2,TWD,92023780,摩根富林明JF亞洲基金,"5,526,128,352",0.35%,23.59,"234,282,001.30","24,459",99,"24,558","2,899,197,550","5,337,762,185",2008.0
AC11,TWD,97991668,摩根富林明JF第一債券基金,"10,201,782,443",0.65%,14.502,"703,473,087.90","2,812",89,"2,901","35,997,099,840","34,943,754,053",2008.0
AA2,TWD,97999612,摩根富林明JF龍揚基金,"9,585,387,211",0.61%,15.65,"612,630,125.10","34,832",107,"34,939","4,190,595,811","6,257,056,131",2008.0
AE23,TWD,98661139,摩根富林明JF安家理財基金,"877,335,821",0.06%,10.5491,"83,166,539.00","2,534",41,"2,575","160,214,007","512,355,075",2008.0
AB2,TWD,99181637,摩根富林明全球平衡基金,"3,915,353,976",0.25%,12.4181,"315,294,237.60","6,964",93,"7,057","3,302,446,238","5,485,039,901",2008.0
AA1,TWD,99354335,摩根富林明JF台灣微型基金,"2,236,196,542",0.14%,11.86,"188,549,061.10","5,338",69,"5,407","2,878,627,822","1,748,076,834",2008.0
摩根富林明投信,,,,"94,258,818,020",6.00%,,"8,043,687,857.00","289,800","1,837","291,637","176,018,919,117","178,175,123,856",2008.0
AA1,TWD,00973762,華南永昌永昌基金,"622,743,857",0.04%,6.05,"102,971,530.90","1,341",18,"1,359","190,336,000","394,289,910",2008.0
AA1,TWD,10300929,華南永昌台灣精選基金,"471,476,563",0.03%,5.51,"85,585,561.60","1,003",25,"1,028","1,866,857,021","854,788,855",2008.0
AC11,TWD,13989817,華南永昌麒麟基金,"17,698,964,850",1.13%,11.4356,"1,547,701,764.30",328,113,441,"68,571,269,219","66,778,377,007",2008.0
AB1,TWD,18477625,華南永昌龍盈平衡基金,"219,877,981",0.01%,9.3443,"23,530,810.10",592,20,612,"96,628,844","124,901,797",2008.0
AE22,TWD,21703907,華南永昌全球亨利組合基金,"216,096,041",0.01%,10.8922,"19,839,445.80",124,13,137,"114,352,005","287,726,181",2008.0
AC21,TWD,48741215,華南永昌全球短期固定收益基金,"403,866,450",0.03%,11.0493,"36,551,281.00",117,13,130,"503,490,500","671,824,813",2008.0
AA2,TWD,48824897,華南永昌全球精品基金,"785,166,369",0.05%,6.12,"128,257,218.80","2,510",26,"2,536","207,254,475","574,039,935",2008.0
AA2,TWD,48878669A,華南永昌全球基礎建設基金(不配息),"1,221,821,913",0.08%,7.04,"173,506,651.15","1,218",27,"1,245","600,015,691","1,407,149,844",2008.0
AA2,TWD,48878669B,華南永昌全球基礎建設基金(配息),"197,109,804",0.01%,6.74,"29,252,203.40",189,7,196,"25,644,240","123,736,906",2008.0
AA1,TWD,48929007,華南永昌愛台灣基金,"661,237,353",0.04%,5.56,"118,824,174.11",849,23,872,"683,004,381","925,628,065",2008.0
AA2,TWD,48963047,華南永昌全球神農水資源基金,"1,572,669,520",0.10%,6.13,"256,478,757.56","2,400",35,"2,435","1,012,177,608","4,004,006,836",2008.0
AA1,TWD,92016839,華南永昌前瞻科技基金,"397,818,888",0.03%,6.78,"58,647,957.00","2,140",14,"2,154","195,794,983","275,110,351",2008.0
AC11,TWD,97971760,華南永昌鳳翔債券基金,"35,864,995,996",2.28%,15.5253,"2,310,097,953.60",356,148,504,"83,765,016,551","54,700,762,297",2008.0
華南永昌投信,,,,"60,333,845,585",3.84%,,"4,891,245,309.32","13,167",482,"13,649","157,831,841,518","131,122,342,797",2008.0
AA1,TWD,00974066,寶來2001基金,"945,764,880",0.06%,24.26,"38,988,958.40","4,994",41,"5,035","588,844,306","662,561,966",2008.0
AB1,TWD,10300982,寶來台灣計量平衡基金,"526,989,937",0.03%,9.08,"58,045,938.40",976,31,"1,007","1,086,391,646","485,307,379",2008.0
AH,TWD,10342511,寶來新台灣基金,"349,704,825",0.02%,16.93,"20,653,000.00",884,43,927,"1,620,985,000","1,013,045,000",2008.0
AC11,TWD,13530495,寶來得寶基金,"15,980,397,080",1.02%,11.4524,"1,395,373,218.10",352,126,478,"69,934,374,777","73,066,060,698",2008.0
AA1,TWD,14542287,寶來精準中小基金,"1,039,325,206",0.07%,11.81,"88,039,181.70","2,576",52,"2,628","333,489,985","1,026,266,450",2008.0
AC12,TWD,15741262,寶來富利基金,"332,847,810",0.02%,11.0473,"30,129,312.40",64,18,82,"540,806,696","869,043,273",2008.0
AA1,TWD,17145070,寶來矽谷基金,"469,073,999",0.03%,7.58,"61,862,758.40","3,568",41,"3,609","214,536,587","370,827,671",2008.0
AG,TWD,21718388A,寶來全球不動產化基金(A類型),"554,979,164",0.04%,6.05,"91,762,739.30","1,630",60,"1,690","181,531,705","792,604,675",2008.0
AG,TWD,21718388B,寶來全球不動產化基金(B類型),"2,568,709,869",0.16%,5.27,"486,974,511.20","2,770",46,"2,816","473,521,632","2,584,850,606",2008.0
AE21,TWD,48760113,寶來全球新興市場精選組合基金,"1,782,933,456",0.11%,7.71,"231,268,354.50","6,725",55,"6,780","2,846,101,338","4,592,715,180",2008.0
AH,TWD,48772770,寶來台灣中型100基金,"844,527,387",0.05%,15.79,"53,500,000.00","4,500",81,"4,581","237,735,000","242,190,000",2008.0
AE21,TWD,48789815,寶來全球ETF成長組合基金,"886,836,502",0.06%,6.63,"133,687,461.90","2,178",45,"2,223","187,106,587","1,024,325,129",2008.0
AA2,TWD,48832550,寶來亞洲台資企業基金,"823,927,204",0.05%,5.74,"143,601,158.30","1,635",39,"1,674","79,208,713","804,130,051",2008.0
AH,TWD,48903175,寶來台灣ETF傘型基金之金融基金,"2,039,115,648",0.13%,8.49,"240,154,000.00","8,270",161,"8,431","3,537,640,000","2,284,395,000",2008.0
AH,TWD,48903180,寶來台灣ETF傘型基金之台商收成基金,"903,104,232",0.06%,11.06,"81,624,000.00","4,639",64,"4,703","209,370,000","491,755,000",2008.0
AH,TWD,48903196,寶來台灣ETF傘型基金之電子科技基金,"1,078,717,178",0.07%,13.83,"77,988,000.00","4,631",87,"4,718","723,285,000","729,100,000",2008.0
AH,TWD,48966213,寶來台灣高股息基金,"1,380,769,587",0.09%,13.67,"101,034,000.00","6,137",126,"6,263","1,149,485,000","1,503,885,000",2008.0
AA2,TWD,48991043,寶來環球關鍵資源基金,"250,512,721",0.02%,5.24,"47,830,293.10","1,644",32,"1,676","1,074,130,049","465,738,786",2008.0
AA1,TWD,92004566,寶來績效基金,"1,229,965,536",0.08%,17.47,"70,422,731.00","2,974",64,"3,038","438,153,284","857,943,558",2008.0
AC11,TWD,92017204,寶來得利基金,"37,641,423,316",2.40%,15.5586,"2,419,329,072.30",883,206,"1,089","160,039,626,904","148,118,251,813",2008.0
AH,TWD,98764389,寶來台灣卓越50基金,"39,286,276,440",2.50%,33.1,"1,187,000,000.00","49,860",669,"50,529","58,584,905,000","22,817,440,000",2008.0
AB1,TWD,99346568,寶來雙盈平衡基金,"1,097,457,340",0.07%,12.3573,"88,810,178.10","1,520",53,"1,573","1,348,737,282","724,225,191",2008.0
AI,TWD,99346928,寶來台灣加權股價指數基金,"2,809,868,306",0.18%,7.78,"361,166,897.90","2,018",62,"2,080","6,916,347,562","3,436,542,677",2008.0
AE23,TWD,99967974,寶來全球ETF穩健組合基金,"812,328,713",0.05%,11.18,"72,642,541.50","1,165",50,"1,215","316,371,790","959,586,823",2008.0
寶來投信,,,,"115,635,556,336",7.36%,,"7,581,888,306.50","116,593","2,252","118,845","312,662,685,843","269,922,791,926",2008.0
AA1,TWD,00974241,新光台灣富貴基金,"892,548,761",0.06%,12.06,"73,981,604.80","4,250",50,"4,300","637,935,676","1,040,788,836",2008.0
AC11,TWD,01031706,新光台灣吉利基金,"8,172,044,620",0.52%,17.1571,"476,306,967.80",524,122,646,"41,330,850,169","41,321,474,082",2008.0
AA1,TWD,13986924,新光大三通基金,"1,725,965,287",0.11%,11.42,"151,163,982.28","5,623",46,"5,669","1,606,914,026","2,281,660,677",2008.0
AA2,TWD,15743509,新光亞洲精選基金,"974,814,234",0.06%,15.38,"63,396,643.72","2,501",45,"2,546","879,802,603","2,074,528,588",2008.0
AB1,TWD,48801043,新光策略二號平衡基金,"401,362,346",0.03%,8.3294,"48,186,166.04",139,18,157,"38,860,487","567,091,597",2008.0
AB2,TWD,48881186,新光全球可轉債策略平衡基金,"747,083,950",0.05%,8.4623,"88,283,983.25",238,30,268,"36,039,073","1,319,547,332",2008.0
AA1,TWD,48961688,新光多重計量基金,"206,883,449",0.01%,7.07,"29,281,499.40",309,19,328,"92,048,067","1,505,293,369",2008.0
AA2,TWD,48980931A,新光全球高股息基金(A類型),"511,505,708",0.03%,5.67,"90,250,480.91",837,29,866,"3,018,037,854","1,086,353,070",2008.0
AA2,TWD,48980931B,新光全球高股息基金(B類型),"37,461",0.00%,5.68,"6,590.22",2,0,2,"60,000",0,2008.0
AA1,TWD,73998071,新光店頭基金,"1,042,926,149",0.07%,11.9,"87,670,997.39","3,943",40,"3,983","1,155,988,180","1,150,601,654",2008.0
AA1,TWD,81580149,新光國家建設基金,"566,352,725",0.04%,12.02,"47,134,400.14","4,732",38,"4,770","274,282,254","270,493,392",2008.0
AA1,TWD,81585242,新光創新科技基金,"767,708,018",0.05%,6.1,"125,756,403.36","5,787",42,"5,829","693,639,604","1,174,459,591",2008.0
AA1,TWD,92000533,新光台灣永發基金,"316,284,454",0.02%,8.72,"36,276,178.66","2,304",30,"2,334","714,894,016","421,364,160",2008.0
AA2,TWD,92024964,新光日本精選基金,"213,616,612",0.01%,6.11,"34,985,114.59","1,008",30,"1,038","60,648,192","87,597,075",2008.0
AC11,TWD,97988122,新光吉星基金,"14,836,825,072",0.94%,14.7748,"1,004,196,522.31",686,142,828,"48,226,108,762","44,315,875,068",2008.0
AE21,TWD,98670088,新光全球冠軍組合基金,"196,929,186",0.01%,7.25,"27,161,875.51",400,31,431,"164,112,198","215,596,555",2008.0
AB1,TWD,99626060,新光策略平衡基金,"897,590,072",0.06%,10.0469,"89,340,149.28",349,40,389,"1,162,069,332","3,282,319,001",2008.0
AB1,TWD,99975518,新光福運平衡基金,"329,448,396",0.02%,10.7512,"30,642,862.29",428,28,456,"31,809,318","361,640,270",2008.0
新光投信,,,,"32,799,926,500",2.09%,,"2,504,022,421.95","34,060",780,"34,840","100,124,099,811","102,476,684,317",2008.0
AG,TWD,48841045,瑞銀亞洲全方位不動產基金,"1,454,607,444",0.09%,4.83,"301,468,356.24",14,1,15,"119,915,210","2,002,558,447",2008.0
AA2,TWD,48955264,瑞銀全球創新趨勢基金,"1,448,278,647",0.09%,4.61,"313,852,648.36",44,1,45,"142,022,253","2,002,776,979",2008.0
瑞銀投信,,,,"2,902,886,091",0.18%,,"615,321,004.60",58,2,60,"261,937,463","4,005,335,426",2008.0
AB1,TWD,17147605,群益真善美基金,"3,506,867,096",0.22%,11.9978,"292,291,589.60","3,531",81,"3,612","815,068,117","2,964,463,983",2008.0
AB1,TWD,18037845,群益平衡王基金,"1,666,459,169",0.11%,13.0178,"128,014,166.60","1,041",30,"1,071","385,422,308","824,451,865",2008.0
AA1,TWD,19339782,群益創新科技基金,"5,793,626,841",0.37%,10.87,"532,948,327.70","19,195",67,"19,262","3,856,200,140","4,911,716,648",2008.0
AA1,TWD,20081352,群益店頭市場基金,"1,265,702,896",0.08%,21.35,"59,294,146.10","5,883",42,"5,925","583,657,517","647,291,078",2008.0
AE23,TWD,21723538,群益多重資產組合基金,"260,730,443",0.02%,8.47,"30,781,460.50",447,29,476,"170,884,834","130,531,429",2008.0
AB1,TWD,29243337,群益安家基金,"510,305,367",0.03%,9.6186,"53,054,115.50",429,31,460,"173,951,761","766,231,721",2008.0
AA1,TWD,48675778,群益奧斯卡基金,"677,722,703",0.04%,8.06,"84,112,199.90","1,613",32,"1,645","944,619,004","636,835,783",2008.0
AE22,TWD,48720160,群益多重收益組合基金,"566,864,570",0.04%,10.19,"55,650,357.20",429,28,457,"593,062,745","988,628,582",2008.0
AA1,TWD,48749899,群益葛萊美基金,"484,926,387",0.03%,5.89,"82,309,407.40","1,272",32,"1,304","283,117,837","500,097,001",2008.0
AB2,TWD,48787295,群益亞太新趨勢平衡基金,"1,365,106,849",0.09%,8.5,"160,576,858.50","3,388",55,"3,443","877,674,149","2,103,025,756",2008.0
AA2,TWD,48852561,群益新興金鑽基金,"1,999,693,455",0.13%,5.88,"340,061,657.40","9,720",50,"9,770","1,563,109,635","3,371,707,753",2008.0
AG,TWD,48898594A,群益全球不動產平衡基金(A型),"763,176,439",0.05%,5.21,"146,395,526.30","1,287",47,"1,334","15,647,643","1,574,088,592",2008.0
AG,TWD,48898594B,群益全球不動產平衡基金(B型),"202,178,555",0.01%,5.07,"39,893,933.50",493,19,512,"6,445,338","341,685,389",2008.0
AA1,TWD,81591434,群益長安基金,"597,039,804",0.04%,8.15,"73,233,318.10","2,601",40,"2,641","1,090,667,115","725,740,325",2008.0
AA1,TWD,92028997,群益中小型股基金,"3,013,621,720",0.19%,14.97,"201,292,327.80","9,155",64,"9,219","1,105,800,394","1,490,963,284",2008.0
AC11,TWD,97978525,群益安穩基金,"82,220,144,592",5.23%,15.3748,"5,347,710,878.60","3,145",556,"3,701","237,336,307,817","221,451,581,507",2008.0
AA1,TWD,97984293,群益馬拉松基金,"11,302,479,510",0.72%,41.0,"275,646,239.50","22,659",92,"22,751","11,032,197,370","8,286,775,343",2008.0
群益投信,,,,"116,196,646,396",7.39%,,"7,903,266,510.20","86,288","1,295","87,583","260,833,833,724","251,715,816,039",2008.0
AC11,TWD,14290085,德信萬保基金,"3,810,538,448",0.24%,11.39,"334,551,995.42",238,57,295,"18,820,287,695","21,434,074,941",2008.0
AA1,TWD,18033138,德信數位時代基金,"469,037,299",0.03%,7.21,"65,081,615.60","1,180",31,"1,211","194,418,548","445,888,858",2008.0
AB1,TWD,18040623,德信長春藤基金,"285,371,414",0.02%,11.6398,"24,516,765.73",291,19,310,"85,655,816","166,884,913",2008.0
AA1,TWD,73988171,德信全方位基金,"303,519,804",0.02%,6.3,"48,205,827.11","1,693",28,"1,721","267,351,983","99,428,591",2008.0
AA1,TWD,97972846,德信大發基金,"895,643,678",0.06%,10.04,"89,239,993.60","1,285",43,"1,328","929,116,986","996,414,072",2008.0
AC11,TWD,97991040,德信萬年基金,"1,444,913,151",0.09%,14.8633,"97,213,812.70",48,31,79,"4,158,728,674","5,638,653,912",2008.0
AC21,TWD,99636428,德信萬瑞基金,"221,763,434",0.01%,10.267,"21,599,647.16",8,4,12,"55,250,456","37,092,217",2008.0
德信投信,,,,"7,430,787,228",0.47%,,"680,409,657.31","4,743",213,"4,956","24,510,810,158","28,818,437,504",2008.0
AB1,TWD,13986564,金鼎首選平衡基金,"209,760,838",0.01%,9.18,"22,850,285.20",397,30,427,"53,624,782","170,939,356",2008.0
AA1,TWD,20094672,金鼎寶櫃基金,"302,386,552",0.02%,5.51,"54,849,467.70","4,128",29,"4,157","104,830,259","133,534,523",2008.0
AG,TWD,48719071A,金鼎亞太地產基金-A類型,"283,120,136",0.02%,6.72,"42,153,522.10",508,25,533,"81,310,559","414,191,264",2008.0
AG,TWD,48719071B,金鼎亞太地產基金-B類型,"323,105,475",0.02%,5.49,"58,900,553.50",588,19,607,"50,654,084","325,949,304",2008.0
AA1,TWD,73999260,金鼎行動基金,"269,316,082",0.02%,8.98,"29,990,545.30","1,512",32,"1,544","77,534,442","168,822,417",2008.0
AA1,TWD,97982984,金鼎概念型基金,"278,047,731",0.02%,13.91,"19,993,432.70",915,32,947,"200,295,622","297,963,835",2008.0
AA1,TWD,97997635,金鼎大利基金,"283,048,679",0.02%,14.59,"19,402,342.50","1,603",30,"1,633","251,909,354","241,256,303",2008.0
AC11,TWD,97998424,金鼎債券基金,"4,575,819,069",0.29%,14.3789,"318,231,734.80",354,93,447,"19,385,371,311","15,465,983,301",2008.0
AA2,TWD,99992050,金鼎亞洲雙利基金,"206,788,425",0.01%,10.3,"20,076,947.20",677,27,704,"138,666,921","250,460,962",2008.0
匯達投信,,,,"6,731,392,987",0.43%,,"586,448,831.00","10,682",317,"10,999","20,344,197,334","17,469,101,265",2008.0
AA2,TWD,10303947,日盛亞洲星鑽基金,"586,129,883",0.04%,8.29,"70,682,648.77","1,703",26,"1,729","89,633,537","1,251,017,964",2008.0
AA1,TWD,17147078,日盛精選五虎基金,"527,460,888",0.03%,10.88,"48,501,158.16","4,724",49,"4,773","300,771,918","233,118,050",2008.0
AA1,TWD,17607591,日盛高科技基金,"1,158,538,661",0.07%,5.36,"216,044,274.63","12,502",52,"12,554","200,124,402","267,496,587",2008.0
AA1,TWD,20084317,日盛日盛基金,"1,142,088,806",0.07%,6.84,"166,941,842.80","8,581",15,"8,596","219,219,251","208,824,647",2008.0
AC22,TWD,48858354,日盛全球金融資產證券化基金,"453,593,024",0.03%,10.0253,"45,244,710.14",610,26,636,"109,202,948","2,424,747,097",2008.0
